만지지, korean
살지, korean
has, korean
喜剧, chinese
이유도, korean
万事, japanese
거긴, korean
格兰特, chinese
だけ, japanese
インターポール, japanese
손으로, korean
haben, chinese
美妙, chinese
少佐, japanese
ロボット, japanese
返済, japanese
아시겠지만, korean
어머니도, korean
사람들이야, korean
끌고, korean
희망은, korean
くだ, japanese
hello, korean
どれ, japanese
モーゼス, japanese
인형, korean
アイヴォ, japanese
宫, chinese
気味, japanese
放送, japanese
erm, korean
어쩌죠, korean
head, japanese
シス, japanese
미리, korean
father, korean
破裂, japanese
某些, chinese
宅, chinese
関知, japanese
売却, japanese
칼, korean
业, chinese
것이요, korean
불행히도, korean
갖게, korean
毎, japanese
싫어해요, korean
履歴, japanese
老哥, chinese
可能性, chinese
사건에, korean
의사가, korean
actually, chinese
覺, chinese
가려고, korean
サイモン, japanese
맛있는, korean
稳定, chinese
실은, korean
悲痛, chinese
洋葱, chinese
셈, korean
북쪽으로, korean
속도로, korean
可可, chinese
わたし, japanese
可笑し, japanese
ひょっと, japanese
提及, chinese
사고가, korean
腕前, japanese
夜晚, chinese
屋顶, chinese
キャノン, japanese
唐纳, chinese
아가야, korean
余分, japanese
后天, chinese
レイプ, japanese
出手, chinese
男の子, japanese
놀란, korean
詐欺, japanese
싶은데, korean
갇힌, korean
果, chinese
しまい, japanese
워, korean
짧게, korean
裏, chinese
둘을, korean
난실아, korean
蠢蛋, chinese
send, korean
漏洞, chinese
娜, chinese
붙잡고, korean
揪, chinese
微笑, chinese
裝, chinese
开除, chinese
插, chinese
싫어, korean
货币, chinese
ぞ, japanese
加拿大, chinese
不问, chinese
やらか, japanese
화상, korean
逃跑, chinese
込め, japanese
ﻬ, chinese
당신에게, korean
人格, chinese
中士, chinese
올릴, korean
驚, chinese
알겠나, korean
나왔습니다, korean
너도, korean
今夜, chinese
봐야, korean
西班牙语, chinese
妙, japanese
あけ, japanese
알겠어요, korean
真山, japanese
院, chinese
진작에, korean
이지가, korean
특별, korean
仲, japanese
戦死, japanese
たっぷり, japanese
露面, chinese
結論, japanese
机械, chinese
갔다가, korean
庞, chinese
깨고, korean
シュラン, japanese
力, japanese
森林, japanese
うーん, japanese
該, chinese
替え, japanese
惑わ, japanese
alone, chinese
범죄를, korean
놓을, korean
신경이, korean
않았지, korean
때려, korean
明天, chinese
镜子, chinese
かなり, japanese
リビー, japanese
ちゃ, japanese
있는거에요, korean
求め, japanese
ｔｖ, japanese
ライオネル, japanese
기억하고, korean
우리에, korean
말하라고, korean
节目, chinese
ござ, japanese
ヘルメット, japanese
ファイル, japanese
专注, chinese
생각했어요, korean
注意, japanese
狙, japanese
갔었어, korean
갑시다, korean
蛇, japanese
물어볼, korean
コフィールド, japanese
反对, chinese
呼ばわり, japanese
面具, chinese
設定, japanese
すぎ, japanese
實, japanese
暴行, japanese
番号, japanese
動作, japanese
ノーマン, japanese
坏人, chinese
조치를, korean
马, chinese
碭, chinese
누군가를, korean
仪器, chinese
음식을, korean
영화를, korean
セントラル, japanese
해서요, korean
取れ, japanese
추운, korean
懇願, japanese
눈이, korean
발라, korean
奇妙, chinese
友, chinese
イライジャ, japanese
綁, chinese
fnkaiti, chinese
깜짝, korean
했다고요, korean
測, japanese
生存, japanese
深夜, japanese
複数, japanese
御, chinese
supposed, chinese
今週, japanese
女巫, chinese
领养, chinese
room, chinese
冷静, chinese
殿, japanese
옆으로, korean
宣告, japanese
休め, japanese
ソフィー, japanese
背後, japanese
廃棄, japanese
主持人, chinese
法律, chinese
体会, chinese
インターネット, japanese
公式, japanese
ブレット, japanese
혹시나, korean
만들어요, korean
轮, chinese
儲か, japanese
国際, japanese
勿, chinese
자라는, korean
하비, korean
綺麗, japanese
바랍니다, korean
ず, japanese
번역, korean
やば, japanese
香水, chinese
아니란, korean
응급실에, korean
말인가요, korean
舔, chinese
보냈다, korean
来人, chinese
ｔ, japanese
這邊, chinese
老虎, chinese
弾丸, japanese
마리아, korean
썅, korean
ブルックリン, japanese
an, japanese
无需, chinese
裡, chinese
어여, korean
河, japanese
장벽, korean
直至, chinese
차가운, korean
最, japanese
괜찮아요, korean
灭绝, chinese
出于, chinese
迫使, chinese
더스티, korean
ray, korean
marie, chinese
일입니까, korean
brothers, korean
아무한테도, korean
아니었다면, korean
attention, korean
yes, japanese
性交, chinese
她家, chinese
y, japanese
있어서요, korean
ピーナッツ, japanese
楼, chinese
心烦, chinese
ˋ, chinese
泣き声, japanese
坊や, japanese
屋子, chinese
複, chinese
幕后, chinese
氣, chinese
각하, korean
半天, chinese
나타나서, korean
差し出, japanese
ローレンス, japanese
못한, korean
蔼, chinese
있다니까, korean
结论, chinese
믿지, korean
thanks, chinese
おいし, japanese
姫, japanese
일본, korean
使用, japanese
轰炸机, chinese
ジョーク, japanese
いく, japanese
选中, chinese
em, chinese
예를, korean
수많은, korean
耐え, japanese
草, chinese
結, chinese
answer, korean
부탁을, korean
这家, chinese
ﻋ, chinese
주렴, korean
城, japanese
받는, korean
같아요, korean
hard, korean
食事, japanese
했었지, korean
买卖, chinese
せめて, japanese
晒, chinese
ミリ, japanese
방해하지, korean
다신, korean
里边, chinese
술집에, korean
轢, japanese
black, chinese
파일을, korean
スーパー, japanese
模範, japanese
賞, japanese
對嗎, chinese
出版, japanese
大胆, japanese
man, japanese
みせ, japanese
歩兵, japanese
苏菲, chinese
말했어요, korean
暴露, japanese
陛下, japanese
road, korean
wrong, korean
있다구, korean
提姆, chinese
教, chinese
ジェニファー, japanese
사는데, korean
の毛, japanese
不在乎, chinese
소식입니다, korean
終え, japanese
재판을, korean
一切, chinese
アトランタ, japanese
騙, japanese
轻松, chinese
北极, chinese
整, chinese
衛兵, japanese
もー, japanese
トコ, japanese
注定, chinese
当局, japanese
侠, chinese
位置, chinese
貢献, japanese
人身, japanese
不全, japanese
커서, korean
全員, japanese
地域, japanese
하더군요, korean
괴물이, korean
奨学, japanese
便是, chinese
그래, korean
니나, korean
받았다, korean
看待, chinese
파리에, korean
莫, chinese
走向, chinese
엘리, korean
真相, chinese
クリストファー, japanese
婆婆, chinese
울지, korean
周五, chinese
寶, chinese
계시잖아요, korean
싶지, korean
ハ, japanese
부족해, korean
압력을, korean
evil, korean
전화를, korean
フリン, japanese
치프는, korean
ブリック, japanese
솔직히, korean
한번만, korean
保障, chinese
군대가, korean
ピア, japanese
璶, chinese
望, japanese
live, chinese
아니라는, korean
ガリアン, japanese
위대한, korean
迷路, chinese
목표가, korean
ぎ, japanese
上来, chinese
星系, chinese
被, japanese
í, chinese
자기의, korean
敢, chinese
舒适, chinese
火星, chinese
reine, korean
世の中, japanese
監禁, japanese
肩膀, chinese
카드를, korean
가끔, korean
飛機, chinese
过敏, chinese
不好笑, chinese
コリンズ, japanese
각, korean
것처럼, korean
リーク, japanese
事, chinese
take, japanese
指図, japanese
listen, korean
为何, chinese
おとなし, japanese
不用谢, chinese
다음에, korean
iron, korean
find, chinese
ハーモン, japanese
불리는, korean
レニー, japanese
樱桃, chinese
good, chinese
ライオン, japanese
振る舞, japanese
下が, japanese
引き出し, japanese
니네, korean
窓, japanese
그렇게, korean
하늘을, korean
그쵸, korean
バイ, japanese
正確, japanese
草, japanese
听见, chinese
対応, japanese
药, chinese
없겠죠, korean
中尉, japanese
命运, chinese
전사, korean
이상, korean
좋고, korean
発行, japanese
나하고, korean
되나요, korean
足首, japanese
厨, chinese
人, japanese
貴女, japanese
裏側, japanese
賢明, japanese
イチゴ, japanese
讨论, chinese
하셨잖아요, korean
내말은, korean
間違え, japanese
make, chinese
正, chinese
獲物, japanese
宾, chinese
曲, chinese
事故, japanese
저지른, korean
건들지, korean
嘘つき, japanese
yeah, chinese
생각해봤는데, korean
met, korean
무언가를, korean
クセ, japanese
瞧瞧, chinese
工藤, japanese
明亮, chinese
剂, chinese
サター, japanese
黎明, chinese
ヵ丶, japanese
アンタ, japanese
be, japanese
アイス, japanese
寄, chinese
dance, chinese
老い, japanese
따윈, korean
人々, japanese
女性, japanese
whoa, japanese
되네요, korean
야야, korean
探知, japanese
戦闘, japanese
洗練, japanese
쳐다봐, korean
거란다, korean
配達, japanese
帅气, chinese
狮, chinese
죽이면, korean
卡车, chinese
グレトゲン, japanese
明日, japanese
アメリカン, japanese
charles, chinese
ベイビー, japanese
大道, chinese
猶予, japanese
죽여버릴, korean
맘, korean
手下, japanese
タクシー, japanese
公鸡, chinese
発電, japanese
海盗, chinese
두려워, korean
hands, korean
지나, korean
萊, chinese
me, korean
创建, chinese
供应, chinese
垃圾桶, chinese
oui, korean
엉망이, korean
ルール, japanese
ドミニク, japanese
다를, korean
運, japanese
掩护, chinese
버스, korean
无数, chinese
有的是, chinese
空虚, chinese
室, japanese
小隊, japanese
烫, chinese
安妮, chinese
誓約, japanese
하진, korean
更生, japanese
料理, chinese
雑音, japanese
chris, chinese
霍, chinese
监听, chinese
クーパー, japanese
排, chinese
학생, korean
じみ, japanese
잘했다, korean
敌军, chinese
손님이, korean
杀, chinese
strong, korean
冊, japanese
咖啡, chinese
卡西, chinese
읽었어요, korean
上陸, japanese
漏洩, japanese
刺, japanese
곳이죠, korean
国内, japanese
누르고, korean
거리가, korean
庙, chinese
ホ, japanese
阵, chinese
만나면, korean
忘れ物, japanese
イーグル, japanese
硬币, chinese
此地, chinese
頭痛, japanese
world, korean
눈치, korean
分裂, chinese
摸摸, chinese
만들면, korean
シモンズ, japanese
들어왔어, korean
가문의, korean
오후, korean
믿게, korean
받았을, korean
living, chinese
아내와, korean
棕色, chinese
ビッキー, japanese
アブ, japanese
歌え, japanese
asking, korean
这儿, chinese
그사람, korean
陌生, chinese
凌晨, chinese
too, korean
찾아요, korean
中文, chinese
cia, chinese
顧, chinese
買, chinese
자식들이, korean
レイラ, japanese
シンジケート, japanese
でも, japanese
知れ, japanese
柏, chinese
舞踏, japanese
ハンバーガー, japanese
移, chinese
에릭, korean
과학, korean
그것들이, korean
危害, japanese
讯号, chinese
ペレス, japanese
导致, chinese
봐봐, korean
公尺, chinese
갈거야, korean
泄漏, chinese
頂上, japanese
어떻게, korean
하는지, korean
アイリス, japanese
様々, japanese
ヒド, japanese
バド, japanese
機械, japanese
戰爭, chinese
甜蜜, chinese
ブレンダ, japanese
people, japanese
patrick, chinese
闻到, chinese
バイター, japanese
考え直, japanese
フランキー, japanese
fnfangsong, chinese
推测, chinese
とりあえず, japanese
자세히, korean
友好, chinese
特別, japanese
佐伊, chinese
갔다, korean
放屁, chinese
逃脱, chinese
funny, chinese
애나, korean
jason, chinese
숨이, korean
놔, korean
動け, japanese
q, chinese
花, chinese
鱼, chinese
卡尔, chinese
必ず, japanese
ガラス, japanese
大抵, japanese
次, chinese
破产, chinese
遺, chinese
早ま, japanese
훔친, korean
네놈, korean
됩니다, korean
マジシャン, japanese
具体, japanese
住所, japanese
自信, chinese
겨울이, korean
모자라, korean
妊娠, japanese
领导人, chinese
永遠, chinese
장소가, korean
낸시, korean
ボード, japanese
먹으면, korean
デクスタ, japanese
ニコラス, japanese
마침, korean
앞으로, korean
杀掉, chinese
끝이, korean
minute, chinese
가졌어, korean
バービー, japanese
정말로요, korean
小僧, japanese
would, chinese
終, chinese
有害, japanese
危機, japanese
죽기, korean
못했지만, korean
다니면, korean
drink, chinese
해봐요, korean
デイビス, japanese
祥, chinese
mind, korean
수술할, korean
졸라, korean
최대, korean
竹下, japanese
打斗, chinese
수술로, korean
指望, chinese
except, korean
鉱山, japanese
曼哈顿, chinese
멈추라고, korean
減, japanese
產, chinese
大不了, chinese
基于, chinese
バット, japanese
テーブル, japanese
있긴, korean
煎饼, chinese
約會, chinese
우리에게, korean
진실을, korean
飛び降り, japanese
準備, japanese
안드레우, korean
軍, japanese
ドラム, japanese
版, japanese
燒, chinese
實際, chinese
理会, chinese
出血, chinese
嗷, chinese
ist, chinese
ハリウッド, japanese
励ま, japanese
打, japanese
수있습니다, korean
フロックス, japanese
微妙, japanese
거리를, korean
可靠, chinese
勧め, japanese
其次, chinese
ピストル, japanese
帐, chinese
裤子, chinese
도니, korean
해야, korean
솜씨가, korean
미래의, korean
된다, korean
임자, korean
テレサ, japanese
模型, chinese
누구지, korean
演唱, chinese
頭部, japanese
もん, japanese
剤, japanese
山田, japanese
자가, korean
once, korean
浄化, japanese
ヤ, japanese
口説, japanese
补给, chinese
別, japanese
돕는, korean
セキュリティー, japanese
有幸, chinese
준다, korean
거다, korean
アーメン, japanese
当局, chinese
그쪽은, korean
過小, japanese
브래드, korean
収入, japanese
任何人, chinese
某, chinese
글렌, korean
top, korean
節約, japanese
報復, japanese
彩, chinese
盖, chinese
クラス, japanese
だま, japanese
ヵ月, japanese
car, korean
roi, korean
젠장할, korean
混合, chinese
傷つけ, japanese
죽였어요, korean
왕은, korean
討, chinese
差一点, chinese
大男, japanese
最初, chinese
早期, japanese
いき, japanese
気配, japanese
クリス, japanese
second, korean
물어보고, korean
非法, chinese
拘留, japanese
샘, korean
练习, chinese
방법도, korean
today, chinese
人目, japanese
ぼ, japanese
화재, korean
呃, chinese
はるか, japanese
안녕히, korean
머릴, korean
在, japanese
大雄, chinese
認証, japanese
示, chinese
伊拉克, chinese
当, japanese
얘기하지, korean
아니다, korean
燃料, chinese
언제나, korean
楽し, japanese
뭐하는, korean
摩托, chinese
衬衫, chinese
犯错, chinese
献, chinese
ones, korean
狦, chinese
北方, chinese
未婚妻, chinese
供給, japanese
相当, chinese
ハロルド, japanese
背上, chinese
shouting, korean
목숨, korean
싶어서, korean
朝食, japanese
clear, chinese
얼굴에, korean
听证会, chinese
濃度, japanese
ペンキ, japanese
黒幕, japanese
지킬, korean
나한테, korean
거리에, korean
香水, japanese
只好, chinese
무기가, korean
보신, korean
黙示, japanese
벌을, korean
걜, korean
反逆, japanese
连环, chinese
되잖아요, korean
어쨌거나, korean
トワイライト, japanese
그렇네요, korean
건강, korean
ストーカー, japanese
tomorrow, korean
欠点, japanese
따라, korean
停车场, chinese
弾, japanese
大げさ, japanese
軌道, japanese
人人, chinese
believe, japanese
사부님, korean
杰西卡, chinese
기다리세요, korean
久し, japanese
窗外, chinese
奥, chinese
킴, korean
旅游, chinese
ロボナイト, japanese
범죄, korean
纪念, chinese
즐겁게, korean
印象, chinese
动静, chinese
突撃, japanese
咯, chinese
トレーラー, japanese
源, chinese
担, chinese
않았습니다, korean
拉屎, chinese
여자들은, korean
起立, japanese
暮らせ, japanese
模, chinese
例え, japanese
発表, japanese
talk, chinese
어째서, korean
장, korean
安保, chinese
見出, japanese
뿐, korean
fun, korean
놈들의, korean
바늘, korean
我家人, chinese
마크가, korean
仓库, chinese
끝나, korean
이곳에, korean
項, chinese
纱, chinese
터질, korean
まぬけ, japanese
あいつ, japanese
家人, chinese
身边, chinese
있었는지, korean
滅ぼ, japanese
焼, japanese
男, chinese
나타나지, korean
ﺇ, chinese
遗体, chinese
押し寄せ, japanese
包括, chinese
살고, korean
縫合, japanese
トリス, japanese
余裕, japanese
对不起, chinese
升起, chinese
빈, korean
すげ, japanese
ffff, chinese
荒れ, japanese
那边, chinese
shaw, korean
니들이, korean
校對, chinese
商品, chinese
못할, korean
触, chinese
dead, chinese
公室, chinese
演唱会, chinese
送還, japanese
关于, chinese
싸움, korean
运动员, chinese
自以为是, chinese
英國, chinese
side, korean
价, chinese
预计, chinese
拘置, japanese
帮, chinese
아플, korean
끄는, korean
맥박은, korean
早上, chinese
마크, korean
몰라서, korean
죄송하지만, korean
got, korean
麦可, chinese
돈도, korean
그웬, korean
別荘, japanese
応え, japanese
假期, chinese
大体, japanese
挑, japanese
痩せ, japanese
like, japanese
쳐다보고, korean
あた, japanese
얻지, korean
달고, korean
늦었어, korean
今年, chinese
약간의, korean
インタビュー, japanese
偽物, japanese
mark, chinese
순간, korean
눈도, korean
사람이지, korean
싫다, korean
カークランド, japanese
柜台, chinese
light, korean
wouldn, chinese
王八蛋, chinese
moi, korean
친애하는, korean
格納, japanese
됐습니다, korean
自警, japanese
어떨, korean
司机, chinese
준비해, korean
血, japanese
너희는, korean
餓死, japanese
吸血, chinese
派遣, japanese
가지만, korean
く, japanese
手铐, chinese
議, chinese
工場, japanese
중력, korean
妥协, chinese
있었잖아요, korean
들을, korean
must, korean
into, japanese
卢卡斯, chinese
의학감수, korean
つまり, japanese
나왔어, korean
everybody, korean
诗歌, chinese
問題, chinese
整夜, chinese
桌, chinese
说法, chinese
ジョーンズ, japanese
매번, korean
말해도, korean
저녁, korean
俄, chinese
ェ, chinese
went, chinese
지내, korean
잘가, korean
现实, chinese
机构, chinese
打发, chinese
手口, japanese
만지고, korean
richard, chinese
빚이, korean
화살을, korean
말하는데, korean
heart, chinese
享用, chinese
まん, japanese
退職, japanese
ai, japanese
積り, japanese
法郎, chinese
à, chinese
凯特, chinese
大规模, chinese
ベルリン, japanese
尻, japanese
路, chinese
仔细, chinese
锁定, chinese
話, chinese
ﺔ, chinese
했습니까, korean
시간의, korean
抛弃, chinese
en, chinese
못하지, korean
もの, japanese
午前, japanese
ガレージ, japanese
but, japanese
이곳이, korean
时机, chinese
受賞, japanese
face, chinese
저녁을, korean
글쎄요, korean
ピエロ, japanese
친구는, korean
trouble, korean
동안이나, korean
哎, chinese
문제, korean
确认, chinese
아저씨를, korean
バイク, japanese
몸은, korean
令, chinese
难得, chinese
喜び, japanese
喫煙, japanese
罗杰, chinese
아침부터, korean
視力, japanese
펜, korean
役立, japanese
入札, japanese
左右, chinese
通り, japanese
灾难, chinese
割れ, japanese
美味し, japanese
ぁんた, japanese
一般, japanese
자거라, korean
set, korean
一面, japanese
출발해, korean
絶好, japanese
잡아서, korean
않았네, korean
外部, japanese
something, japanese
机关, chinese
项目, chinese
志, chinese
帅哥, chinese
不然, chinese
그걸로, korean
아닌거, korean
过分, chinese
지어, korean
있고, korean
数, japanese
sea, korean
문제입니다, korean
既に, japanese
stopped, korean
그녀도, korean
있거라, korean
日常, chinese
牧场, chinese
走开, chinese
별일, korean
納, chinese
걱정하고, korean
遇上, chinese
トビー, japanese
young, korean
아픈, korean
맞죠, korean
만들었어요, korean
巧み, japanese
air, chinese
떠난, korean
悪人, japanese
想象力, chinese
当然, chinese
白兰地, chinese
平均, japanese
숨기고, korean
返し, japanese
줄, korean
钓, chinese
意大利语, chinese
比利时, chinese
整体, chinese
思いつ, japanese
きれい, japanese
グレアム, japanese
たまえ, japanese
反抗, japanese
研究所, chinese
泥, japanese
客, chinese
融化, chinese
结局, chinese
최종, korean
餌, japanese
カエル, japanese
骂, chinese
耳朵, chinese
在乎, chinese
乱跑, chinese
장기, korean
대체, korean
メディア, japanese
요원이, korean
なあ, japanese
来临, chinese
可恶, chinese
안돼, korean
胆子, chinese
尚未, chinese
길은, korean
哪里, chinese
レナ, japanese
一生, japanese
謀, chinese
세자르, korean
기분이, korean
寄, japanese
ヒューゴ, japanese
wanted, chinese
らし, japanese
災害, japanese
心得, japanese
끔찍해, korean
小兰, chinese
託, japanese
折, chinese
ハーヴィー, japanese
哪个, chinese
财务, chinese
따라와요, korean
개인적인, korean
預か, japanese
除, chinese
말라, korean
名, chinese
알, korean
거지만, korean
决心, chinese
범인이, korean
ツケ, japanese
않았다는, korean
시작된, korean
意, japanese
良心, chinese
조사하고, korean
底, japanese
sorry, korean
紧急, chinese
クリスタル, japanese
出去, chinese
뭐라고요, korean
アヒル, japanese
새가, korean
계약, korean
needs, korean
키스해, korean
自得, japanese
跪下, chinese
刚才, chinese
ruby, korean
말이여, korean
レシピ, japanese
城里, chinese
쟤들은, korean
ソード, japanese
刀, chinese
朗, chinese
イラク, japanese
스스로를, korean
보여요, korean
뭔가요, korean
忠诚, chinese
化け, japanese
シモン, japanese
曲げ, japanese
注意, chinese
妨げ, japanese
强, chinese
ライン, japanese
住宅, japanese
감정을, korean
スチュアート, japanese
梦, chinese
挖, chinese
m, chinese
아이가, korean
ある, japanese
確, chinese
河, chinese
검사가, korean
바래, korean
たた, japanese
いったん, japanese
ダクト, japanese
作业, chinese
安静, chinese
圍, chinese
新, japanese
守れ, japanese
check, korean
自慢, japanese
晕, chinese
凯西, chinese
사실대로, korean
들어가지, korean
ネクタイ, japanese
赤, japanese
っと, japanese
一杯, japanese
찾는, korean
メガ, japanese
立正, chinese
催眠, chinese
情け, japanese
扳机, chinese
좋더라, korean
ハーイ, japanese
作出, chinese
布丁, chinese
显得, chinese
给予, chinese
nick, chinese
心碎, chinese
하겠다는, korean
チェック, japanese
走运, chinese
転換, japanese
紳士, japanese
let, korean
未知, chinese
달을, korean
아빠, korean
아무데도, korean
have, chinese
耶稣, chinese
ヴァリス, japanese
デイ, japanese
ガール, japanese
읽고, korean
일이에요, korean
拒绝, chinese
말할게, korean
future, chinese
良, japanese
遂行, japanese
獅子, japanese
그래서요, korean
広大, japanese
スーツケース, japanese
moon, korean
짝이, korean
横取り, japanese
セルビア, japanese
马上来, chinese
数百, japanese
한때, korean
科, japanese
도와줄, korean
않잖아요, korean
通行, japanese
걸쳐, korean
メタ, japanese
兰特, chinese
后代, chinese
曝光, chinese
말해, korean
un, korean
たい, japanese
사방에, korean
本音, japanese
ジュマ, japanese
采访, chinese
饼干, chinese
关, chinese
라는, korean
増援, japanese
오직, korean
貯蔵, japanese
眼神, chinese
風, japanese
总得, chinese
確定, japanese
なくな, japanese
法医, chinese
俄罗斯, chinese
体内, japanese
la, chinese
녀석이야, korean
这时候, chinese
王冠, japanese
アニー, japanese
축하하네, korean
静寂, japanese
봉합, korean
模倣, japanese
모르겠군, korean
봤잖아, korean
존이, korean
彫刻, japanese
들어야, korean
铐, chinese
싶었어, korean
抽出, japanese
not, chinese
スポック, japanese
迷, japanese
おご, japanese
烟雾, chinese
없어, korean
도망갈, korean
查尔斯, chinese
cut, chinese
보일러, korean
低, chinese
ケイレブ, japanese
keisha, korean
払い, japanese
委員, japanese
して, japanese
盲目, chinese
反応, japanese
实习, chinese
嬷, chinese
참을, korean
夥計, chinese
香烟, chinese
저쪽에, korean
万圣节, chinese
장소를, korean
陌生人, chinese
爺, japanese
巡回, japanese
大象, chinese
신경외과, korean
以来, chinese
出走, chinese
그게, korean
憐, chinese
无疑, chinese
그리구, korean
자를, korean
そっと, japanese
있었으면, korean
한거야, korean
텐데요, korean
点子, chinese
人民, japanese
偽り, japanese
慘, chinese
反击, chinese
wants, chinese
나갔어요, korean
선생님, korean
务必, chinese
作为, chinese
上班, chinese
再現, japanese
忠, chinese
小时候, chinese
환자와, korean
靡, chinese
만들었어, korean
組み立て, japanese
夜, chinese
지냈어요, korean
과거, korean
질, korean
スノウ, japanese
黑体, chinese
落入, chinese
置け, japanese
쇼를, korean
pop, korean
作风, chinese
誠, japanese
entire, korean
兄貴, japanese
美分, chinese
count, korean
ひと, japanese
奔, chinese
規制, japanese
point, chinese
구룡아, korean
오신, korean
厨师, chinese
おじ, japanese
滴, japanese
하려고, korean
돼지, korean
사용해, korean
마틴, korean
바보처럼, korean
军官, chinese
않을까, korean
ウンザリ, japanese
加密, chinese
福利, chinese
같았다, korean
又, japanese
차트리, korean
下品, japanese
射, chinese
军事, chinese
가시죠, korean
碼, chinese
流行, chinese
居民, chinese
引きず, japanese
今頃, japanese
取り引き, japanese
枪杀, chinese
물, korean
사라진, korean
설명해, korean
ギデオン, japanese
隻, japanese
이동, korean
クラッシュ, japanese
잘했네, korean
이상해, korean
治療, japanese
住人, japanese
제, korean
수치, korean
向かい, japanese
味わ, japanese
破産, japanese
実家, japanese
レポーター, japanese
ハビエル, japanese
反映, chinese
ハンマー, japanese
ス, japanese
脅, japanese
ペテン, japanese
固定, japanese
私, chinese
戻り, japanese
老子, chinese
着手, chinese
问问, chinese
ベイン, japanese
尿尿, chinese
底, chinese
闭嘴, chinese
煎, chinese
莉莎, chinese
ピンク, japanese
感動, japanese
명예를, korean
时速, chinese
kitt, chinese
누굽니까, korean
へ, japanese
破棄, japanese
걸렸어, korean
控制, chinese
감고, korean
美女, japanese
瓶, chinese
想起, chinese
突, japanese
寻常, chinese
빌려, korean
チキン, japanese
나름대로, korean
故意, japanese
소식, korean
키, korean
聚, chinese
认得, chinese
증명할, korean
登, chinese
피쉬, korean
閉じろ, japanese
アイデア, japanese
두고, korean
士官, japanese
中学, japanese
扭, chinese
법정에서, korean
관을, korean
约翰逊, chinese
애인, korean
会見, japanese
美術, japanese
들어가고, korean
miss, korean
nsa, japanese
機器, chinese
慷慨, chinese
テ, japanese
not, korean
가봐, korean
領収, japanese
가보겠습니다, korean
없다니까, korean
规模, chinese
그러냐, korean
プレー, japanese
枪支, chinese
멜, korean
危, chinese
翻, chinese
開放, japanese
풀, korean
灭亡, chinese
癒し, japanese
眼中, chinese
通報, japanese
天气, chinese
论坛, chinese
죽여서, korean
食品, japanese
メキシコ, japanese
平凡, japanese
克里斯, chinese
深深, chinese
脸, chinese
男達, japanese
凡事, chinese
指揮, japanese
충돌, korean
解消, japanese
劇, chinese
高尚, chinese
心理学, chinese
喬, chinese
サイト, japanese
画, chinese
而已, chinese
パキスタン, japanese
poor, korean
优先, chinese
企鹅, chinese
詹姆斯, chinese
著名, chinese
目标, chinese
特洛伊, chinese
있었잖아, korean
爱尔兰, chinese
しつこ, japanese
メトロ, japanese
検査, japanese
기분을, korean
原因, chinese
実績, japanese
him, korean
助力, japanese
生き, japanese
风格, chinese
pain, korean
きっちり, japanese
절대로, korean
休暇, japanese
生死, chinese
マリーナ, japanese
주소를, korean
念头, chinese
行動, japanese
よし, japanese
興奮, japanese
좋긴, korean
경찰들이, korean
誘拐, japanese
씨와, korean
磁石, japanese
너같은, korean
많아요, korean
炭素, japanese
政, chinese
전쟁의, korean
山脈, japanese
싫고, korean
启动, chinese
admit, korean
튜브를, korean
기회, korean
眨眼, chinese
交戦, japanese
ダニ, japanese
駒, japanese
牺牲, chinese
名誉, japanese
그대로, korean
타고난, korean
すり替え, japanese
那, chinese
소용, korean
トリニティ, japanese
メモ, japanese
ノック, japanese
アフガン, japanese
인생, korean
只能, chinese
until, korean
トンプソン, japanese
一口, japanese
弱虫, japanese
教官, japanese
hide, korean
農家, japanese
和平, chinese
병, korean
받으세요, korean
纪律, chinese
民众, chinese
強, chinese
비행, korean
daddy, chinese
タイタス, japanese
kate, chinese
名声, chinese
했나요, korean
銃創, japanese
作り上げ, japanese
looked, korean
필요합니다, korean
跟踪, chinese
아내를, korean
j, japanese
堂々, japanese
吸血, japanese
有り, japanese
없었고, korean
destroy, korean
講, chinese
交通, chinese
검은, korean
心当たり, japanese
진짜야, korean
死刑, chinese
론, korean
都会, japanese
되네, korean
도와주세요, korean
技師, japanese
此次, chinese
停止, japanese
醫生, chinese
루벤, korean
너에게, korean
血圧, japanese
클라라, korean
再会, chinese
ロバート, japanese
穷, chinese
形式, japanese
居心地, japanese
안아, korean
动手, chinese
죽도록, korean
船員, japanese
いったい, japanese
乐子, chinese
旗, chinese
ウォー, japanese
ら, japanese
檢, chinese
拦, chinese
溶け, japanese
打包, chinese
두려움을, korean
ゎ, japanese
사람에, korean
여자애, korean
逮, chinese
プロデューサー, japanese
命, chinese
加担, japanese
称, chinese
우는, korean
福祉, japanese
ホードー, japanese
식으로, korean
hand, chinese
있을꺼야, korean
厭, chinese
まあまあ, japanese
정도면, korean
ジョシュ, japanese
囚人, japanese
pretty, korean
乐, chinese
入, japanese
그것이, korean
收购, chinese
집에, korean
チャット, japanese
前進, japanese
説, japanese
했으니, korean
sheldon, chinese
国王, chinese
趣味, japanese
띄워, korean
拿破仑, chinese
강해, korean
カンポ, japanese
安定, japanese
ｋｍ, japanese
听说, chinese
michael, chinese
子供, japanese
그리고, korean
还, chinese
许, chinese
mance, korean
불과, korean
thank, japanese
개의, korean
カード, japanese
예쁘다, korean
거기에, korean
わが, japanese
安置, chinese
doesn, chinese
down, japanese
桶, chinese
恶梦, chinese
引, japanese
小孩, chinese
登机, chinese
